feature,coefficient_orig_model,coefficient_new_model
Nuclei_RadialDistribution_ZernikeMagnitude_DAPI_7_7,0.08936025532266527,0.07060505360514535
Nuclei_Texture_Contrast_RFP_3_02_256,0.15862346510307254,0.24614914129780885
Cells_Intensity_MaxIntensityEdge_CY5,0.039701371600580175,-0.03046465714404063
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_6_2,0.0035826431719925608,-0.04363322373697561
Cells_RadialDistribution_ZernikePhase_CY5_4_2,-0.09374543252974388,-0.1027425054974695
Nuclei_RadialDistribution_ZernikeMagnitude_CY5_7_7,0.04359901676882947,0.030877168957093616
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_4_2,-0.03338700611974115,-0.03778816264404745
Nuclei_RadialDistribution_ZernikePhase_CY5_4_2,-0.020089935156625056,-0.03416988463599954
Nuclei_RadialDistribution_ZernikePhase_GFP_6_4,0.024923870951711374,0.04317380228552447
Cells_RadialDistribution_ZernikeMagnitude_CY5_5_1,-0.0744106740833721,0.16305576481251105
Cytoplasm_RadialDistribution_ZernikePhase_RFP_9_1,0.018262507492637976,0.02057820451464805
Cytoplasm_RadialDistribution_ZernikePhase_DAPI_9_3,0.05847633086494606,0.07280127861909105
Nuclei_RadialDistribution_ZernikePhase_GFP_8_2,-0.021066708372924407,-0.023582881509824797
Cytoplasm_RadialDistribution_ZernikePhase_RFP_9_7,0.00158948292499275,0.0
Cytoplasm_Texture_Contrast_RFP_3_00_256,0.06357663085176815,0.0
Nuclei_Texture_InverseDifferenceMoment_RFP_3_02_256,-0.31453049501169383,-0.0998439836245723
Nuclei_RadialDistribution_ZernikeMagnitude_DAPI_1_1,0.09662945549294248,-0.038172307337301134
Cytoplasm_Correlation_RWC_DAPI_GFP,-0.88379440043305,-0.7685595714959486
Nuclei_RadialDistribution_ZernikePhase_RFP_1_1,-0.011296263198200636,-0.018864004750125004
Cytoplasm_Texture_Correlation_DAPI_3_00_256,-0.18186438219184575,-0.012640753935722187
Cytoplasm_RadialDistribution_ZernikePhase_CY5_9_1,0.040599635152023784,0.05381801346429238
Cytoplasm_AreaShape_MinorAxisLength,0.11914010728508372,0.0
Cytoplasm_RadialDistribution_ZernikePhase_GFP_7_1,0.08758646115757665,0.031435902407577015
Nuclei_Texture_Correlation_GFP_3_03_256,0.08658126758938742,0.034923385815906316
Nuclei_AreaShape_Zernike_8_4,0.1186404378181683,0.12436832418329162
Nuclei_Texture_Contrast_DAPI_3_01_256,0.2242041991283089,0.0
Nuclei_AreaShape_Zernike_5_3,-0.027709442696348854,0.032749592219456614
Nuclei_RadialDistribution_ZernikePhase_GFP_7_7,0.0038351592188022683,0.004549922523023756
Cells_Texture_InfoMeas1_RFP_3_02_256,-0.3202493190796108,-0.27764782607419713
Cytoplasm_RadialDistribution_ZernikeMagnitude_DAPI_1_1,-0.15612051124664603,0.06530170033003879
Cytoplasm_RadialDistribution_ZernikePhase_RFP_5_3,-0.04128099826764384,-0.028716961981477836
Cytoplasm_Intensity_MassDisplacement_GFP,0.01594869611709974,0.0564956983146576
Nuclei_RadialDistribution_ZernikeMagnitude_DAPI_4_0,-0.15558629039645888,-0.05844852421814292
Cells_Correlation_Correlation_DAPI_RFP,-0.2283765587034637,-0.27236851566558956
Cytoplasm_AreaShape_Eccentricity,-0.03499314181200121,-0.08107032465200734
Nuclei_RadialDistribution_ZernikePhase_RFP_9_5,0.021869529470867396,0.005095925264660707
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_2_2,-0.0617352025363333,-0.06958750515694999
Cells_AreaShape_Zernike_5_3,0.05440799420981955,0.015215246018934918
Cells_RadialDistribution_ZernikeMagnitude_DAPI_5_1,-0.026165381549963937,0.08411819555156923
Nuclei_RadialDistribution_ZernikeMagnitude_RFP_9_1,-0.027508222422708103,-0.035126427875352466
Cytoplasm_RadialDistribution_FracAtD_CY5_1of4,0.06496576622624958,0.017074181082174435
Nuclei_RadialDistribution_ZernikePhase_GFP_9_3,0.025180496064091663,0.006566907592808081
Nuclei_RadialDistribution_ZernikePhase_RFP_9_7,0.03714845671537224,0.02237783803674157
Cytoplasm_RadialDistribution_RadialCV_RFP_4of4,-0.05221138021660457,-0.0008174947167263116
Nuclei_RadialDistribution_ZernikePhase_DAPI_6_6,-0.002343873540645279,-0.009100914074614504
Nuclei_Correlation_RWC_DAPI_CY5,-0.7723681198295049,-0.3373812274624935
Cells_RadialDistribution_ZernikePhase_RFP_3_1,-0.021636548893358608,-0.002068473282017895
